wav_id,wav_path,dialect,sentence,speaker
DR1_FSAH0_SX164.WAV,./data/data/TRAIN/DR1/FSAH0/SX164.WAV.wav,DR1,SX164,FSAH0
DR1_FSAH0_SX327.WAV,./data/data/TRAIN/DR1/FSAH0/SX327.WAV.wav,DR1,SX327,FSAH0
DR1_FSAH0_SX344.WAV,./data/data/TRAIN/DR1/FSAH0/SX344.WAV.wav,DR1,SX344,FSAH0
DR1_FSAH0_SX434.WAV,./data/data/TRAIN/DR1/FSAH0/SX434.WAV.wav,DR1,SX434,FSAH0
DR1_FSAH0_SX74.WAV,./data/data/TRAIN/DR1/FSAH0/SX74.WAV.wav,DR1,SX74,FSAH0
DR1_FSJK1_SA1.WAV,./data/data/TRAIN/DR1/FSJK1/SA1.WAV.wav,DR1,SA1,FSJK1
DR1_FSJK1_SA2.WAV,./data/data/TRAIN/DR1/FSJK1/SA2.WAV.wav,DR1,SA2,FSJK1
DR1_FSJK1_SI1025.WAV,./data/data/TRAIN/DR1/FSJK1/SI1025.WAV.wav,DR1,SI1025,FSJK1
DR1_FSJK1_SI2285.WAV,./data/data/TRAIN/DR1/FSJK1/SI2285.WAV.wav,DR1,SI2285,FSJK1
DR1_FSJK1_SI696.WAV,./data/data/TRAIN/DR1/FSJK1/SI696.WAV.wav,DR1,SI696,FSJK1
DR1_FSJK1_SX125.WAV,./data/data/TRAIN/DR1/FSJK1/SX125.WAV.wav,DR1,SX125,FSJK1
DR1_FSJK1_SX215.WAV,./data/data/TRAIN/DR1/FSJK1/SX215.WAV.wav,DR1,SX215,FSJK1
DR1_FSJK1_SX305.WAV,./data/data/TRAIN/DR1/FSJK1/SX305.WAV.wav,DR1,SX305,FSJK1
DR1_FSJK1_SX35.WAV,./data/data/TRAIN/DR1/FSJK1/SX35.WAV.wav,DR1,SX35,FSJK1
DR1_FSJK1_SX395.WAV,./data/data/TRAIN/DR1/FSJK1/SX395.WAV.wav,DR1,SX395,FSJK1
DR1_FSMA0_SA1.WAV,./data/data/TRAIN/DR1/FSMA0/SA1.WAV.wav,DR1,SA1,FSMA0
DR1_FSMA0_SA2.WAV,./data/data/TRAIN/DR1/FSMA0/SA2.WAV.wav,DR1,SA2,FSMA0
DR1_FSMA0_SI1621.WAV,./data/data/TRAIN/DR1/FSMA0/SI1621.WAV.wav,DR1,SI1621,FSMA0
DR1_FSMA0_SI2251.WAV,./data/data/TRAIN/DR1/FSMA0/SI2251.WAV.wav,DR1,SI2251,FSMA0
DR1_FSMA0_SI991.WAV,./data/data/TRAIN/DR1/FSMA0/SI991.WAV.wav,DR1,SI991,FSMA0
DR1_FSMA0_SX181.WAV,./data/data/TRAIN/DR1/FSMA0/SX181.WAV.wav,DR1,SX181,FSMA0
DR1_FSMA0_SX271.WAV,./data/data/TRAIN/DR1/FSMA0/SX271.WAV.wav,DR1,SX271,FSMA0
DR1_FSMA0_SX361.WAV,./data/data/TRAIN/DR1/FSMA0/SX361.WAV.wav,DR1,SX361,FSMA0
DR1_FSMA0_SX451.WAV,./data/data/TRAIN/DR1/FSMA0/SX451.WAV.wav,DR1,SX451,FSMA0
DR1_FSMA0_SX91.WAV,./data/data/TRAIN/DR1/FSMA0/SX91.WAV.wav,DR1,SX91,FSMA0
DR1_FTBR0_SA1.WAV,./data/data/TRAIN/DR1/FTBR0/SA1.WAV.wav,DR1,SA1,FTBR0
DR1_FTBR0_SA2.WAV,./data/data/TRAIN/DR1/FTBR0/SA2.WAV.wav,DR1,SA2,FTBR0
DR1_FTBR0_SI1402.WAV,./data/data/TRAIN/DR1/FTBR0/SI1402.WAV.wav,DR1,SI1402,FTBR0
DR1_FTBR0_SI2181.WAV,./data/data/TRAIN/DR1/FTBR0/SI2181.WAV.wav,DR1,SI2181,FTBR0
DR1_FTBR0_SI921.WAV,./data/data/TRAIN/DR1/FTBR0/SI921.WAV.wav,DR1,SI921,FTBR0
DR1_FTBR0_SX111.WAV,./data/data/TRAIN/DR1/FTBR0/SX111.WAV.wav,DR1,SX111,FTBR0
DR1_FTBR0_SX201.WAV,./data/data/TRAIN/DR1/FTBR0/SX201.WAV.wav,DR1,SX201,FTBR0
DR1_FTBR0_SX21.WAV,./data/data/TRAIN/DR1/FTBR0/SX21.WAV.wav,DR1,SX21,FTBR0
DR1_FTBR0_SX291.WAV,./data/data/TRAIN/DR1/FTBR0/SX291.WAV.wav,DR1,SX291,FTBR0
DR1_FTBR0_SX381.WAV,./data/data/TRAIN/DR1/FTBR0/SX381.WAV.wav,DR1,SX381,FTBR0
DR1_FVFB0_SA1.WAV,./data/data/TRAIN/DR1/FVFB0/SA1.WAV.wav,DR1,SA1,FVFB0
DR1_FVFB0_SA2.WAV,./data/data/TRAIN/DR1/FVFB0/SA2.WAV.wav,DR1,SA2,FVFB0
DR1_FVFB0_SI1032.WAV,./data/data/TRAIN/DR1/FVFB0/SI1032.WAV.wav,DR1,SI1032,FVFB0
DR1_FVFB0_SI1510.WAV,./data/data/TRAIN/DR1/FVFB0/SI1510.WAV.wav,DR1,SI1510,FVFB0
DR1_FVFB0_SI2292.WAV,./data/data/TRAIN/DR1/FVFB0/SI2292.WAV.wav,DR1,SI2292,FVFB0
DR1_FVFB0_SX132.WAV,./data/data/TRAIN/DR1/FVFB0/SX132.WAV.wav,DR1,SX132,FVFB0
DR1_FVFB0_SX222.WAV,./data/data/TRAIN/DR1/FVFB0/SX222.WAV.wav,DR1,SX222,FVFB0
DR1_FVFB0_SX312.WAV,./data/data/TRAIN/DR1/FVFB0/SX312.WAV.wav,DR1,SX312,FVFB0
DR1_FVFB0_SX402.WAV,./data/data/TRAIN/DR1/FVFB0/SX402.WAV.wav,DR1,SX402,FVFB0
DR1_FVFB0_SX42.WAV,./data/data/TRAIN/DR1/FVFB0/SX42.WAV.wav,DR1,SX42,FVFB0
DR1_FVMH0_SA1.WAV,./data/data/TRAIN/DR1/FVMH0/SA1.WAV.wav,DR1,SA1,FVMH0
DR1_FVMH0_SA2.WAV,./data/data/TRAIN/DR1/FVMH0/SA2.WAV.wav,DR1,SA2,FVMH0
DR1_FVMH0_SI1466.WAV,./data/data/TRAIN/DR1/FVMH0/SI1466.WAV.wav,DR1,SI1466,FVMH0
DR1_FVMH0_SI2096.WAV,./data/data/TRAIN/DR1/FVMH0/SI2096.WAV.wav,DR1,SI2096,FVMH0
DR1_FVMH0_SI836.WAV,./data/data/TRAIN/DR1/FVMH0/SI836.WAV.wav,DR1,SI836,FVMH0
DR1_FVMH0_SX116.WAV,./data/data/TRAIN/DR1/FVMH0/SX116.WAV.wav,DR1,SX116,FVMH0
DR1_FVMH0_SX206.WAV,./data/data/TRAIN/DR1/FVMH0/SX206.WAV.wav,DR1,SX206,FVMH0
DR1_FVMH0_SX26.WAV,./data/data/TRAIN/DR1/FVMH0/SX26.WAV.wav,DR1,SX26,FVMH0
DR1_FVMH0_SX296.WAV,./data/data/TRAIN/DR1/FVMH0/SX296.WAV.wav,DR1,SX296,FVMH0
DR1_FVMH0_SX386.WAV,./data/data/TRAIN/DR1/FVMH0/SX386.WAV.wav,DR1,SX386,FVMH0
DR1_MCPM0_SA1.WAV,./data/data/TRAIN/DR1/MCPM0/SA1.WAV.wav,DR1,SA1,MCPM0
DR1_MCPM0_SA2.WAV,./data/data/TRAIN/DR1/MCPM0/SA2.WAV.wav,DR1,SA2,MCPM0
DR1_MCPM0_SI1194.WAV,./data/data/TRAIN/DR1/MCPM0/SI1194.WAV.wav,DR1,SI1194,MCPM0
DR1_MCPM0_SI1824.WAV,./data/data/TRAIN/DR1/MCPM0/SI1824.WAV.wav,DR1,SI1824,MCPM0
DR1_MCPM0_SI564.WAV,./data/data/TRAIN/DR1/MCPM0/SI564.WAV.wav,DR1,SI564,MCPM0
DR1_MCPM0_SX114.WAV,./data/data/TRAIN/DR1/MCPM0/SX114.WAV.wav,DR1,SX114,MCPM0
DR1_MCPM0_SX204.WAV,./data/data/TRAIN/DR1/MCPM0/SX204.WAV.wav,DR1,SX204,MCPM0
DR1_MCPM0_SX24.WAV,./data/data/TRAIN/DR1/MCPM0/SX24.WAV.wav,DR1,SX24,MCPM0
DR1_MCPM0_SX294.WAV,./data/data/TRAIN/DR1/MCPM0/SX294.WAV.wav,DR1,SX294,MCPM0
DR1_MCPM0_SX384.WAV,./data/data/TRAIN/DR1/MCPM0/SX384.WAV.wav,DR1,SX384,MCPM0
DR1_MDAC0_SA1.WAV,./data/data/TRAIN/DR1/MDAC0/SA1.WAV.wav,DR1,SA1,MDAC0
DR1_MDAC0_SA2.WAV,./data/data/TRAIN/DR1/MDAC0/SA2.WAV.wav,DR1,SA2,MDAC0
DR1_MDAC0_SI1261.WAV,./data/data/TRAIN/DR1/MDAC0/SI1261.WAV.wav,DR1,SI1261,MDAC0
DR1_MDAC0_SI1837.WAV,./data/data/TRAIN/DR1/MDAC0/SI1837.WAV.wav,DR1,SI1837,MDAC0
DR1_MDAC0_SI631.WAV,./data/data/TRAIN/DR1/MDAC0/SI631.WAV.wav,DR1,SI631,MDAC0
DR1_MDAC0_SX181.WAV,./data/data/TRAIN/DR1/MDAC0/SX181.WAV.wav,DR1,SX181,MDAC0
DR1_MDAC0_SX271.WAV,./data/data/TRAIN/DR1/MDAC0/SX271.WAV.wav,DR1,SX271,MDAC0
DR1_MDAC0_SX361.WAV,./data/data/TRAIN/DR1/MDAC0/SX361.WAV.wav,DR1,SX361,MDAC0
DR1_MDAC0_SX451.WAV,./data/data/TRAIN/DR1/MDAC0/SX451.WAV.wav,DR1,SX451,MDAC0
DR1_MDAC0_SX91.WAV,./data/data/TRAIN/DR1/MDAC0/SX91.WAV.wav,DR1,SX91,MDAC0
DR1_MDPK0_SA1.WAV,./data/data/TRAIN/DR1/MDPK0/SA1.WAV.wav,DR1,SA1,MDPK0
DR1_MDPK0_SA2.WAV,./data/data/TRAIN/DR1/MDPK0/SA2.WAV.wav,DR1,SA2,MDPK0
DR1_MDPK0_SI1053.WAV,./data/data/TRAIN/DR1/MDPK0/SI1053.WAV.wav,DR1,SI1053,MDPK0
DR1_MDPK0_SI1683.WAV,./data/data/TRAIN/DR1/MDPK0/SI1683.WAV.wav,DR1,SI1683,MDPK0
DR1_MDPK0_SI552.WAV,./data/data/TRAIN/DR1/MDPK0/SI552.WAV.wav,DR1,SI552,MDPK0
DR1_MDPK0_SX153.WAV,./data/data/TRAIN/DR1/MDPK0/SX153.WAV.wav,DR1,SX153,MDPK0
DR1_MDPK0_SX243.WAV,./data/data/TRAIN/DR1/MDPK0/SX243.WAV.wav,DR1,SX243,MDPK0
DR1_MDPK0_SX333.WAV,./data/data/TRAIN/DR1/MDPK0/SX333.WAV.wav,DR1,SX333,MDPK0
DR1_MDPK0_SX423.WAV,./data/data/TRAIN/DR1/MDPK0/SX423.WAV.wav,DR1,SX423,MDPK0
DR1_MDPK0_SX63.WAV,./data/data/TRAIN/DR1/MDPK0/SX63.WAV.wav,DR1,SX63,MDPK0
DR1_MEDR0_SA1.WAV,./data/data/TRAIN/DR1/MEDR0/SA1.WAV.wav,DR1,SA1,MEDR0
DR1_MEDR0_SA2.WAV,./data/data/TRAIN/DR1/MEDR0/SA2.WAV.wav,DR1,SA2,MEDR0
DR1_MEDR0_SI1374.WAV,./data/data/TRAIN/DR1/MEDR0/SI1374.WAV.wav,DR1,SI1374,MEDR0
DR1_MEDR0_SI2004.WAV,./data/data/TRAIN/DR1/MEDR0/SI2004.WAV.wav,DR1,SI2004,MEDR0
DR1_MEDR0_SI744.WAV,./data/data/TRAIN/DR1/MEDR0/SI744.WAV.wav,DR1,SI744,MEDR0
DR1_MEDR0_SX114.WAV,./data/data/TRAIN/DR1/MEDR0/SX114.WAV.wav,DR1,SX114,MEDR0
DR1_MEDR0_SX204.WAV,./data/data/TRAIN/DR1/MEDR0/SX204.WAV.wav,DR1,SX204,MEDR0
DR1_MEDR0_SX24.WAV,./data/data/TRAIN/DR1/MEDR0/SX24.WAV.wav,DR1,SX24,MEDR0
DR1_MEDR0_SX294.WAV,./data/data/TRAIN/DR1/MEDR0/SX294.WAV.wav,DR1,SX294,MEDR0
DR1_MEDR0_SX384.WAV,./data/data/TRAIN/DR1/MEDR0/SX384.WAV.wav,DR1,SX384,MEDR0
DR1_MGRL0_SA1.WAV,./data/data/TRAIN/DR1/MGRL0/SA1.WAV.wav,DR1,SA1,MGRL0
DR1_MGRL0_SA2.WAV,./data/data/TRAIN/DR1/MGRL0/SA2.WAV.wav,DR1,SA2,MGRL0
DR1_MGRL0_SI1497.WAV,./data/data/TRAIN/DR1/MGRL0/SI1497.WAV.wav,DR1,SI1497,MGRL0
DR1_MGRL0_SI2127.WAV,./data/data/TRAIN/DR1/MGRL0/SI2127.WAV.wav,DR1,SI2127,MGRL0
DR1_MGRL0_SI867.WAV,./data/data/TRAIN/DR1/MGRL0/SI867.WAV.wav,DR1,SI867,MGRL0
DR1_MGRL0_SX147.WAV,./data/data/TRAIN/DR1/MGRL0/SX147.WAV.wav,DR1,SX147,MGRL0
DR1_MGRL0_SX237.WAV,./data/data/TRAIN/DR1/MGRL0/SX237.WAV.wav,DR1,SX237,MGRL0
DR1_MGRL0_SX327.WAV,./data/data/TRAIN/DR1/MGRL0/SX327.WAV.wav,DR1,SX327,MGRL0
DR1_MGRL0_SX417.WAV,./data/data/TRAIN/DR1/MGRL0/SX417.WAV.wav,DR1,SX417,MGRL0
DR1_MGRL0_SX57.WAV,./data/data/TRAIN/DR1/MGRL0/SX57.WAV.wav,DR1,SX57,MGRL0
DR1_MJEB1_SA1.WAV,./data/data/TRAIN/DR1/MJEB1/SA1.WAV.wav,DR1,SA1,MJEB1
DR1_MJEB1_SA2.WAV,./data/data/TRAIN/DR1/MJEB1/SA2.WAV.wav,DR1,SA2,MJEB1
DR1_MJEB1_SI1467.WAV,./data/data/TRAIN/DR1/MJEB1/SI1467.WAV.wav,DR1,SI1467,MJEB1
DR1_MJEB1_SI2097.WAV,./data/data/TRAIN/DR1/MJEB1/SI2097.WAV.wav,DR1,SI2097,MJEB1
DR1_MJEB1_SI837.WAV,./data/data/TRAIN/DR1/MJEB1/SI837.WAV.wav,DR1,SI837,MJEB1
DR1_MJEB1_SX117.WAV,./data/data/TRAIN/DR1/MJEB1/SX117.WAV.wav,DR1,SX117,MJEB1
DR1_MJEB1_SX207.WAV,./data/data/TRAIN/DR1/MJEB1/SX207.WAV.wav,DR1,SX207,MJEB1
DR1_MJEB1_SX27.WAV,./data/data/TRAIN/DR1/MJEB1/SX27.WAV.wav,DR1,SX27,MJEB1
DR1_MJEB1_SX297.WAV,./data/data/TRAIN/DR1/MJEB1/SX297.WAV.wav,DR1,SX297,MJEB1
DR1_MJEB1_SX387.WAV,./data/data/TRAIN/DR1/MJEB1/SX387.WAV.wav,DR1,SX387,MJEB1
DR1_MJWT0_SA1.WAV,./data/data/TRAIN/DR1/MJWT0/SA1.WAV.wav,DR1,SA1,MJWT0
DR1_MJWT0_SA2.WAV,./data/data/TRAIN/DR1/MJWT0/SA2.WAV.wav,DR1,SA2,MJWT0
DR1_MJWT0_SI1291.WAV,./data/data/TRAIN/DR1/MJWT0/SI1291.WAV.wav,DR1,SI1291,MJWT0
DR1_MJWT0_SI1381.WAV,./data/data/TRAIN/DR1/MJWT0/SI1381.WAV.wav,DR1,SI1381,MJWT0
DR1_MJWT0_SI751.WAV,./data/data/TRAIN/DR1/MJWT0/SI751.WAV.wav,DR1,SI751,MJWT0
DR1_MJWT0_SX121.WAV,./data/data/TRAIN/DR1/MJWT0/SX121.WAV.wav,DR1,SX121,MJWT0
DR1_MJWT0_SX211.WAV,./data/data/TRAIN/DR1/MJWT0/SX211.WAV.wav,DR1,SX211,MJWT0
DR1_MJWT0_SX301.WAV,./data/data/TRAIN/DR1/MJWT0/SX301.WAV.wav,DR1,SX301,MJWT0
DR1_MJWT0_SX31.WAV,./data/data/TRAIN/DR1/MJWT0/SX31.WAV.wav,DR1,SX31,MJWT0
DR1_MJWT0_SX391.WAV,./data/data/TRAIN/DR1/MJWT0/SX391.WAV.wav,DR1,SX391,MJWT0
DR1_MKLS0_SA1.WAV,./data/data/TRAIN/DR1/MKLS0/SA1.WAV.wav,DR1,SA1,MKLS0
DR1_MKLS0_SA2.WAV,./data/data/TRAIN/DR1/MKLS0/SA2.WAV.wav,DR1,SA2,MKLS0
DR1_MKLS0_SI1437.WAV,./data/data/TRAIN/DR1/MKLS0/SI1437.WAV.wav,DR1,SI1437,MKLS0
DR1_MKLS0_SI1533.WAV,./data/data/TRAIN/DR1/MKLS0/SI1533.WAV.wav,DR1,SI1533,MKLS0
DR1_MKLS0_SI2067.WAV,./data/data/TRAIN/DR1/MKLS0/SI2067.WAV.wav,DR1,SI2067,MKLS0
DR1_MKLS0_SX177.WAV,./data/data/TRAIN/DR1/MKLS0/SX177.WAV.wav,DR1,SX177,MKLS0
DR1_MKLS0_SX267.WAV,./data/data/TRAIN/DR1/MKLS0/SX267.WAV.wav,DR1,SX267,MKLS0
